file_path,participant_id,mean,std,min,max
F:\Dataset\train\train_vbm\sub-104654659650_preproc-cat12vbm_desc-gm_T1w.npy,sub-104654659650,0.09693241119384766,0.24094060063362122,0.0,1.8549020290374756
F:\Dataset\train\train_vbm\sub-104756934188_preproc-cat12vbm_desc-gm_T1w.npy,sub-104756934188,0.09036977589130402,0.22456951439380646,0.0,1.831372618675232
F:\Dataset\train\train_vbm\sub-104774505992_preproc-cat12vbm_desc-gm_T1w.npy,sub-104774505992,0.09880359470844269,0.2448587566614151,0.0,2.3333334922790527
F:\Dataset\train\train_vbm\sub-104893688989_preproc-cat12vbm_desc-gm_T1w.npy,sub-104893688989,0.09963001310825348,0.24847732484340668,0.0,2.058823585510254
F:\Dataset\train\train_vbm\sub-105288153937_preproc-cat12vbm_desc-gm_T1w.npy,sub-105288153937,0.0978366881608963,0.2415156066417694,0.0,2.850980520248413
F:\Dataset\train\train_vbm\sub-105626036276_preproc-cat12vbm_desc-gm_T1w.npy,sub-105626036276,0.07751678675413132,0.19206269085407257,0.0,1.5098040103912354
F:\Dataset\train\train_vbm\sub-105699817140_preproc-cat12vbm_desc-gm_T1w.npy,sub-105699817140,0.08528241515159607,0.21136054396629333,0.0,1.764706015586853
F:\Dataset\train\train_vbm\sub-105890017872_preproc-cat12vbm_desc-gm_T1w.npy,sub-105890017872,0.09076429158449173,0.22452975809574127,0.0,2.3254902362823486
F:\Dataset\train\train_vbm\sub-106084308551_preproc-cat12vbm_desc-gm_T1w.npy,sub-106084308551,0.10410162061452866,0.25876402854919434,0.0,2.8980393409729004
F:\Dataset\train\train_vbm\sub-106297012000_preproc-cat12vbm_desc-gm_T1w.npy,sub-106297012000,0.09194923937320709,0.22820474207401276,0.0,1.760784387588501
F:\Dataset\train\train_vbm\sub-106847803341_preproc-cat12vbm_desc-gm_T1w.npy,sub-106847803341,0.12027296423912048,0.29408684372901917,0.0,2.9372551441192627
F:\Dataset\train\train_vbm\sub-107012705146_preproc-cat12vbm_desc-gm_T1w.npy,sub-107012705146,0.08852839469909668,0.22268268465995789,0.0,2.082353115081787
F:\Dataset\train\train_vbm\sub-107385462103_preproc-cat12vbm_desc-gm_T1w.npy,sub-107385462103,0.1001308485865593,0.24778620898723602,0.0,2.133333444595337
F:\Dataset\train\train_vbm\sub-107912335979_preproc-cat12vbm_desc-gm_T1w.npy,sub-107912335979,0.11059387028217316,0.27738186717033386,0.0,2.215686321258545
F:\Dataset\train\train_vbm\sub-108019181067_preproc-cat12vbm_desc-gm_T1w.npy,sub-108019181067,0.09379865974187851,0.23399457335472107,0.0,2.180392265319824
F:\Dataset\train\train_vbm\sub-108681547305_preproc-cat12vbm_desc-gm_T1w.npy,sub-108681547305,0.10372631251811981,0.25843870639801025,0.0,2.1529412269592285
F:\Dataset\train\train_vbm\sub-108737376161_preproc-cat12vbm_desc-gm_T1w.npy,sub-108737376161,0.11219699680805206,0.278467059135437,0.0,2.4941177368164062
F:\Dataset\train\train_vbm\sub-108893451515_preproc-cat12vbm_desc-gm_T1w.npy,sub-108893451515,0.0827016830444336,0.2049580067396164,0.0,1.9568628072738647
F:\Dataset\train\train_vbm\sub-109712998508_preproc-cat12vbm_desc-gm_T1w.npy,sub-109712998508,0.08035439997911453,0.20204143226146698,0.0,2.2274510860443115
F:\Dataset\train\train_vbm\sub-109861838866_preproc-cat12vbm_desc-gm_T1w.npy,sub-109861838866,0.10403618961572647,0.25830206274986267,0.0,2.0862746238708496
F:\Dataset\train\train_vbm\sub-110463604078_preproc-cat12vbm_desc-gm_T1w.npy,sub-110463604078,0.08516474813222885,0.21207809448242188,0.0,1.921568751335144
F:\Dataset\train\train_vbm\sub-110513034050_preproc-cat12vbm_desc-gm_T1w.npy,sub-110513034050,0.10140205919742584,0.25168099999427795,0.0,2.4352941513061523
F:\Dataset\train\train_vbm\sub-110519368768_preproc-cat12vbm_desc-gm_T1w.npy,sub-110519368768,0.10006403923034668,0.24616602063179016,0.0,1.992156982421875
F:\Dataset\train\train_vbm\sub-110648343433_preproc-cat12vbm_desc-gm_T1w.npy,sub-110648343433,0.09673171490430832,0.2403164803981781,0.0,2.082353115081787
F:\Dataset\train\train_vbm\sub-111020130501_preproc-cat12vbm_desc-gm_T1w.npy,sub-111020130501,0.10042796283960342,0.24788792431354523,0.0,2.200000047683716
F:\Dataset\train\train_vbm\sub-111417977585_preproc-cat12vbm_desc-gm_T1w.npy,sub-111417977585,0.1014297753572464,0.2506476640701294,0.0,2.058823585510254
F:\Dataset\train\train_vbm\sub-111786255278_preproc-cat12vbm_desc-gm_T1w.npy,sub-111786255278,0.0872710570693016,0.2157868593931198,0.0,2.066666841506958
F:\Dataset\train\train_vbm\sub-112139632444_preproc-cat12vbm_desc-gm_T1w.npy,sub-112139632444,0.09935487061738968,0.24548938870429993,0.0,1.9960784912109375
F:\Dataset\train\train_vbm\sub-112365363383_preproc-cat12vbm_desc-gm_T1w.npy,sub-112365363383,0.08781079947948456,0.2172861397266388,0.0,1.8549020290374756
F:\Dataset\train\train_vbm\sub-112581979205_preproc-cat12vbm_desc-gm_T1w.npy,sub-112581979205,0.091790109872818,0.2266521155834198,0.0,2.141176700592041
F:\Dataset\train\train_vbm\sub-113308512211_preproc-cat12vbm_desc-gm_T1w.npy,sub-113308512211,0.0856017991900444,0.21697822213172913,0.0,2.117647171020508
F:\Dataset\train\train_vbm\sub-113484693835_preproc-cat12vbm_desc-gm_T1w.npy,sub-113484693835,0.10947319865226746,0.2717585861682892,0.0,2.8470590114593506
F:\Dataset\train\train_vbm\sub-113812293828_preproc-cat12vbm_desc-gm_T1w.npy,sub-113812293828,0.09950555860996246,0.24801938235759735,0.0,2.5568628311157227
F:\Dataset\train\train_vbm\sub-114165623285_preproc-cat12vbm_desc-gm_T1w.npy,sub-114165623285,0.10346034169197083,0.25880569219589233,0.0,3.200000286102295
F:\Dataset\train\train_vbm\sub-114383938758_preproc-cat12vbm_desc-gm_T1w.npy,sub-114383938758,0.12121141701936722,0.2986243963241577,0.0,3.0392158031463623
F:\Dataset\train\train_vbm\sub-115044780386_preproc-cat12vbm_desc-gm_T1w.npy,sub-115044780386,0.07237391173839569,0.18145079910755157,0.0,1.6431373357772827
F:\Dataset\train\train_vbm\sub-115179082434_preproc-cat12vbm_desc-gm_T1w.npy,sub-115179082434,0.09506229311227798,0.23658758401870728,0.0,1.835294246673584
F:\Dataset\train\train_vbm\sub-115321957741_preproc-cat12vbm_desc-gm_T1w.npy,sub-115321957741,0.09971443563699722,0.24542014300823212,0.0,2.149019718170166
F:\Dataset\train\train_vbm\sub-116096622843_preproc-cat12vbm_desc-gm_T1w.npy,sub-116096622843,0.09716057777404785,0.23897962272167206,0.0,1.749019742012024
F:\Dataset\train\train_vbm\sub-116218240872_preproc-cat12vbm_desc-gm_T1w.npy,sub-116218240872,0.1119905486702919,0.27599719166755676,0.0,2.701961040496826
F:\Dataset\train\train_vbm\sub-116602902372_preproc-cat12vbm_desc-gm_T1w.npy,sub-116602902372,0.08769985288381577,0.21942956745624542,0.0,1.9960784912109375
F:\Dataset\train\train_vbm\sub-116651167956_preproc-cat12vbm_desc-gm_T1w.npy,sub-116651167956,0.06855610758066177,0.17329876124858856,0.0,1.3411765098571777
F:\Dataset\train\train_vbm\sub-117262576182_preproc-cat12vbm_desc-gm_T1w.npy,sub-117262576182,0.110071562230587,0.2699669599533081,0.0,2.654902219772339
F:\Dataset\train\train_vbm\sub-117310191719_preproc-cat12vbm_desc-gm_T1w.npy,sub-117310191719,0.08548848330974579,0.21165134012699127,0.0,2.0274510383605957
F:\Dataset\train\train_vbm\sub-117722182135_preproc-cat12vbm_desc-gm_T1w.npy,sub-117722182135,0.0897640734910965,0.21998590230941772,0.0,2.0470590591430664
F:\Dataset\train\train_vbm\sub-117730404599_preproc-cat12vbm_desc-gm_T1w.npy,sub-117730404599,0.09924129396677017,0.24731814861297607,0.0,5.047059059143066
F:\Dataset\train\train_vbm\sub-118300283712_preproc-cat12vbm_desc-gm_T1w.npy,sub-118300283712,0.09794440120458603,0.24321411550045013,0.0,3.0039217472076416
F:\Dataset\train\train_vbm\sub-119019619320_preproc-cat12vbm_desc-gm_T1w.npy,sub-119019619320,0.09332985430955887,0.23304006457328796,0.0,1.988235354423523
F:\Dataset\train\train_vbm\sub-119139956064_preproc-cat12vbm_desc-gm_T1w.npy,sub-119139956064,0.09556755423545837,0.2363159954547882,0.0,1.8705883026123047
F:\Dataset\train\train_vbm\sub-119194819365_preproc-cat12vbm_desc-gm_T1w.npy,sub-119194819365,0.08975737541913986,0.2225772887468338,0.0,1.760784387588501
F:\Dataset\train\train_vbm\sub-119568669419_preproc-cat12vbm_desc-gm_T1w.npy,sub-119568669419,0.10029718279838562,0.24706436693668365,0.0,2.2549021244049072
F:\Dataset\train\train_vbm\sub-119909871257_preproc-cat12vbm_desc-gm_T1w.npy,sub-119909871257,0.11152073740959167,0.2756560444831848,0.0,2.941176652908325
F:\Dataset\train\train_vbm\sub-120159232504_preproc-cat12vbm_desc-gm_T1w.npy,sub-120159232504,0.08939066529273987,0.22168299555778503,0.0,2.3411765098571777
F:\Dataset\train\train_vbm\sub-120208266498_preproc-cat12vbm_desc-gm_T1w.npy,sub-120208266498,0.07929840683937073,0.1991254985332489,0.0,1.694117784500122
F:\Dataset\train\train_vbm\sub-120256972451_preproc-cat12vbm_desc-gm_T1w.npy,sub-120256972451,0.09356730431318283,0.23186267912387848,0.0,1.8941177129745483
F:\Dataset\train\train_vbm\sub-120396235891_preproc-cat12vbm_desc-gm_T1w.npy,sub-120396235891,0.10559424012899399,0.25862032175064087,0.0,2.6823530197143555
F:\Dataset\train\train_vbm\sub-120533702955_preproc-cat12vbm_desc-gm_T1w.npy,sub-120533702955,0.11768804490566254,0.29272031784057617,0.0,3.1019608974456787
F:\Dataset\train\train_vbm\sub-121114024899_preproc-cat12vbm_desc-gm_T1w.npy,sub-121114024899,0.101049043238163,0.25109440088272095,0.0,1.921568751335144
F:\Dataset\train\train_vbm\sub-121236619259_preproc-cat12vbm_desc-gm_T1w.npy,sub-121236619259,0.10712415724992752,0.2681769132614136,0.0,3.149019718170166
F:\Dataset\train\train_vbm\sub-121315843872_preproc-cat12vbm_desc-gm_T1w.npy,sub-121315843872,0.10072237253189087,0.25263410806655884,0.0,2.4901962280273438
F:\Dataset\train\train_vbm\sub-121725487399_preproc-cat12vbm_desc-gm_T1w.npy,sub-121725487399,0.08198072761297226,0.20476453006267548,0.0,1.6862746477127075
F:\Dataset\train\train_vbm\sub-121738146757_preproc-cat12vbm_desc-gm_T1w.npy,sub-121738146757,0.10570666939020157,0.26342374086380005,0.0,2.2352943420410156
F:\Dataset\train\train_vbm\sub-121916223122_preproc-cat12vbm_desc-gm_T1w.npy,sub-121916223122,0.07741378247737885,0.19525264203548431,0.0,2.6509804725646973
F:\Dataset\train\train_vbm\sub-122612583665_preproc-cat12vbm_desc-gm_T1w.npy,sub-122612583665,0.1112026497721672,0.27158641815185547,0.0,2.478431463241577
F:\Dataset\train\train_vbm\sub-123233851263_preproc-cat12vbm_desc-gm_T1w.npy,sub-123233851263,0.10115084797143936,0.2506486475467682,0.0,2.6431374549865723
F:\Dataset\train\train_vbm\sub-123234343655_preproc-cat12vbm_desc-gm_T1w.npy,sub-123234343655,0.09174736589193344,0.23098702728748322,0.0,1.992156982421875
F:\Dataset\train\train_vbm\sub-123319906652_preproc-cat12vbm_desc-gm_T1w.npy,sub-123319906652,0.10682978481054306,0.26282769441604614,0.0,2.4823529720306396
F:\Dataset\train\train_vbm\sub-123362026561_preproc-cat12vbm_desc-gm_T1w.npy,sub-123362026561,0.1019061878323555,0.2534714639186859,0.0,2.5843138694763184
F:\Dataset\train\train_vbm\sub-124641364359_preproc-cat12vbm_desc-gm_T1w.npy,sub-124641364359,0.08706202358007431,0.21702231466770172,0.0,1.7333334684371948
F:\Dataset\train\train_vbm\sub-124676200421_preproc-cat12vbm_desc-gm_T1w.npy,sub-124676200421,0.1037898063659668,0.2570827007293701,0.0,2.8627452850341797
F:\Dataset\train\train_vbm\sub-124729451238_preproc-cat12vbm_desc-gm_T1w.npy,sub-124729451238,0.07913286983966827,0.1990877240896225,0.0,2.768627643585205
F:\Dataset\train\train_vbm\sub-124881102242_preproc-cat12vbm_desc-gm_T1w.npy,sub-124881102242,0.07957354933023453,0.20153245329856873,0.0,1.9490196704864502
F:\Dataset\train\train_vbm\sub-125025808425_preproc-cat12vbm_desc-gm_T1w.npy,sub-125025808425,0.07734191417694092,0.19205288589000702,0.0,1.7137255668640137
F:\Dataset\train\train_vbm\sub-125239324117_preproc-cat12vbm_desc-gm_T1w.npy,sub-125239324117,0.10679469257593155,0.26214277744293213,0.0,2.6509804725646973
F:\Dataset\train\train_vbm\sub-125295604279_preproc-cat12vbm_desc-gm_T1w.npy,sub-125295604279,0.08567878603935242,0.21364979445934296,0.0,1.9137256145477295
F:\Dataset\train\train_vbm\sub-125353958428_preproc-cat12vbm_desc-gm_T1w.npy,sub-125353958428,0.11473309248685837,0.2849515974521637,0.0,3.76078462600708
F:\Dataset\train\train_vbm\sub-125580637682_preproc-cat12vbm_desc-gm_T1w.npy,sub-125580637682,0.09422209858894348,0.23567484319210052,0.0,2.1372549533843994
F:\Dataset\train\train_vbm\sub-125891952943_preproc-cat12vbm_desc-gm_T1w.npy,sub-125891952943,0.09921913594007492,0.24437475204467773,0.0,2.827451229095459
F:\Dataset\train\train_vbm\sub-126224773957_preproc-cat12vbm_desc-gm_T1w.npy,sub-126224773957,0.09227730333805084,0.22861899435520172,0.0,1.9960784912109375
F:\Dataset\train\train_vbm\sub-126388114927_preproc-cat12vbm_desc-gm_T1w.npy,sub-126388114927,0.10192137956619263,0.2526911497116089,0.0,2.4588236808776855
F:\Dataset\train\train_vbm\sub-126474072032_preproc-cat12vbm_desc-gm_T1w.npy,sub-126474072032,0.0918000116944313,0.23060297966003418,0.0,2.952941417694092
F:\Dataset\train\train_vbm\sub-126731927083_preproc-cat12vbm_desc-gm_T1w.npy,sub-126731927083,0.08490362763404846,0.21141621470451355,0.0,2.6588237285614014
F:\Dataset\train\train_vbm\sub-127024850810_preproc-cat12vbm_desc-gm_T1w.npy,sub-127024850810,0.09364132583141327,0.23131972551345825,0.0,2.007843255996704
F:\Dataset\train\train_vbm\sub-127230151008_preproc-cat12vbm_desc-gm_T1w.npy,sub-127230151008,0.09967146068811417,0.248019278049469,0.0,4.360784530639648
F:\Dataset\train\train_vbm\sub-127322656952_preproc-cat12vbm_desc-gm_T1w.npy,sub-127322656952,0.09808941185474396,0.24375633895397186,0.0,2.274509906768799
F:\Dataset\train\train_vbm\sub-127621480063_preproc-cat12vbm_desc-gm_T1w.npy,sub-127621480063,0.09674792736768723,0.2398737519979477,0.0,2.0470590591430664
F:\Dataset\train\train_vbm\sub-127728266565_preproc-cat12vbm_desc-gm_T1w.npy,sub-127728266565,0.10030779987573624,0.24887202680110931,0.0,1.9960784912109375
F:\Dataset\train\train_vbm\sub-127989683000_preproc-cat12vbm_desc-gm_T1w.npy,sub-127989683000,0.11627575010061264,0.28590455651283264,0.0,3.776470899581909
F:\Dataset\train\train_vbm\sub-128924235805_preproc-cat12vbm_desc-gm_T1w.npy,sub-128924235805,0.09051500260829926,0.22731783986091614,0.0,3.580392360687256
F:\Dataset\train\train_vbm\sub-129453382420_preproc-cat12vbm_desc-gm_T1w.npy,sub-129453382420,0.09346364438533783,0.23091544210910797,0.0,1.9803922176361084
F:\Dataset\train\train_vbm\sub-129609320842_preproc-cat12vbm_desc-gm_T1w.npy,sub-129609320842,0.07603640854358673,0.1901952624320984,0.0,1.4039216041564941
F:\Dataset\train\train_vbm\sub-130270412535_preproc-cat12vbm_desc-gm_T1w.npy,sub-130270412535,0.10566040128469467,0.262850821018219,0.0,2.5686275959014893
F:\Dataset\train\train_vbm\sub-130281900088_preproc-cat12vbm_desc-gm_T1w.npy,sub-130281900088,0.0874057337641716,0.21668697893619537,0.0,2.0117647647857666
F:\Dataset\train\train_vbm\sub-130488967679_preproc-cat12vbm_desc-gm_T1w.npy,sub-130488967679,0.11168792843818665,0.2791167199611664,0.0,2.866666793823242
F:\Dataset\train\train_vbm\sub-130624212805_preproc-cat12vbm_desc-gm_T1w.npy,sub-130624212805,0.11250320822000504,0.2776832580566406,0.0,3.164705991744995
F:\Dataset\train\train_vbm\sub-130699587566_preproc-cat12vbm_desc-gm_T1w.npy,sub-130699587566,0.1102733165025711,0.2735043466091156,0.0,2.247058868408203
F:\Dataset\train\train_vbm\sub-130730148206_preproc-cat12vbm_desc-gm_T1w.npy,sub-130730148206,0.1037263348698616,0.2569522559642792,0.0,2.0784316062927246
F:\Dataset\train\train_vbm\sub-130750381188_preproc-cat12vbm_desc-gm_T1w.npy,sub-130750381188,0.07811513543128967,0.19326886534690857,0.0,1.462745189666748
F:\Dataset\train\train_vbm\sub-131091186433_preproc-cat12vbm_desc-gm_T1w.npy,sub-131091186433,0.10596174001693726,0.26213279366493225,0.0,2.3764708042144775
F:\Dataset\train\train_vbm\sub-131485716864_preproc-cat12vbm_desc-gm_T1w.npy,sub-131485716864,0.11753550916910172,0.28987133502960205,0.0,2.5647060871124268
F:\Dataset\train\train_vbm\sub-132314739842_preproc-cat12vbm_desc-gm_T1w.npy,sub-132314739842,0.0876997858285904,0.2168237566947937,0.0,1.850980520248413
F:\Dataset\train\train_vbm\sub-132529129288_preproc-cat12vbm_desc-gm_T1w.npy,sub-132529129288,0.10218507051467896,0.2508888244628906,0.0,1.917647123336792
F:\Dataset\train\train_vbm\sub-132624812140_preproc-cat12vbm_desc-gm_T1w.npy,sub-132624812140,0.11109472066164017,0.2768220901489258,0.0,3.0941178798675537
F:\Dataset\train\train_vbm\sub-133104642441_preproc-cat12vbm_desc-gm_T1w.npy,sub-133104642441,0.09101210534572601,0.22662508487701416,0.0,1.8000000715255737
F:\Dataset\train\train_vbm\sub-133292484570_preproc-cat12vbm_desc-gm_T1w.npy,sub-133292484570,0.08972126245498657,0.22370007634162903,0.0,2.1019608974456787
F:\Dataset\train\train_vbm\sub-133341745639_preproc-cat12vbm_desc-gm_T1w.npy,sub-133341745639,0.07876881957054138,0.19828857481479645,0.0,1.6627452373504639
F:\Dataset\train\train_vbm\sub-133559617458_preproc-cat12vbm_desc-gm_T1w.npy,sub-133559617458,0.08048135042190552,0.20342043042182922,0.0,1.7882354259490967
F:\Dataset\train\train_vbm\sub-133871479599_preproc-cat12vbm_desc-gm_T1w.npy,sub-133871479599,0.1130007803440094,0.2763459086418152,0.0,3.745098352432251
F:\Dataset\train\train_vbm\sub-134269526020_preproc-cat12vbm_desc-gm_T1w.npy,sub-134269526020,0.09534212201833725,0.2369660884141922,0.0,1.8823530673980713
F:\Dataset\train\train_vbm\sub-134360128280_preproc-cat12vbm_desc-gm_T1w.npy,sub-134360128280,0.10822383314371109,0.2666838765144348,0.0,3.917647361755371
F:\Dataset\train\train_vbm\sub-134583532509_preproc-cat12vbm_desc-gm_T1w.npy,sub-134583532509,0.0814669281244278,0.2005976140499115,0.0,2.3254902362823486
F:\Dataset\train\train_vbm\sub-134690078113_preproc-cat12vbm_desc-gm_T1w.npy,sub-134690078113,0.09244939684867859,0.23005402088165283,0.0,1.8901962041854858
F:\Dataset\train\train_vbm\sub-134999314713_preproc-cat12vbm_desc-gm_T1w.npy,sub-134999314713,0.09395645558834076,0.23413412272930145,0.0,2.043137311935425
F:\Dataset\train\train_vbm\sub-135700393345_preproc-cat12vbm_desc-gm_T1w.npy,sub-135700393345,0.1013229638338089,0.2513401210308075,0.0,2.4156863689422607
F:\Dataset\train\train_vbm\sub-137109291560_preproc-cat12vbm_desc-gm_T1w.npy,sub-137109291560,0.08359207212924957,0.2074749916791916,0.0,1.77647066116333
F:\Dataset\train\train_vbm\sub-137114651299_preproc-cat12vbm_desc-gm_T1w.npy,sub-137114651299,0.08719029277563095,0.21495391428470612,0.0,1.9607844352722168
F:\Dataset\train\train_vbm\sub-137249105377_preproc-cat12vbm_desc-gm_T1w.npy,sub-137249105377,0.09744560718536377,0.24169093370437622,0.0,1.9607844352722168
F:\Dataset\train\train_vbm\sub-137613044284_preproc-cat12vbm_desc-gm_T1w.npy,sub-137613044284,0.09802951663732529,0.2417447715997696,0.0,3.0862746238708496
F:\Dataset\train\train_vbm\sub-137935620257_preproc-cat12vbm_desc-gm_T1w.npy,sub-137935620257,0.08668835461139679,0.21370206773281097,0.0,1.8000000715255737
F:\Dataset\train\train_vbm\sub-139265000445_preproc-cat12vbm_desc-gm_T1w.npy,sub-139265000445,0.09471864253282547,0.23515921831130981,0.0,1.976470708847046
F:\Dataset\train\train_vbm\sub-139365339602_preproc-cat12vbm_desc-gm_T1w.npy,sub-139365339602,0.07178852707147598,0.18152709305286407,0.0,1.3803921937942505
F:\Dataset\train\train_vbm\sub-139426192767_preproc-cat12vbm_desc-gm_T1w.npy,sub-139426192767,0.0965065211057663,0.23788045346736908,0.0,1.8666667938232422
F:\Dataset\train\train_vbm\sub-140076989326_preproc-cat12vbm_desc-gm_T1w.npy,sub-140076989326,0.08897273242473602,0.22092106938362122,0.0,1.8156863451004028
F:\Dataset\train\train_vbm\sub-140330630373_preproc-cat12vbm_desc-gm_T1w.npy,sub-140330630373,0.09680495411157608,0.24064578115940094,0.0,3.5098040103912354
F:\Dataset\train\train_vbm\sub-140606705309_preproc-cat12vbm_desc-gm_T1w.npy,sub-140606705309,0.11719313263893127,0.2862423360347748,0.0,2.760784387588501
F:\Dataset\train\train_vbm\sub-140809415420_preproc-cat12vbm_desc-gm_T1w.npy,sub-140809415420,0.07868093252182007,0.19425004720687866,0.0,1.7372549772262573
F:\Dataset\train\train_vbm\sub-140896025599_preproc-cat12vbm_desc-gm_T1w.npy,sub-140896025599,0.0908912941813469,0.22509871423244476,0.0,1.8784314393997192
F:\Dataset\train\train_vbm\sub-141217766873_preproc-cat12vbm_desc-gm_T1w.npy,sub-141217766873,0.09740904718637466,0.24204657971858978,0.0,2.266666889190674
F:\Dataset\train\train_vbm\sub-141883005255_preproc-cat12vbm_desc-gm_T1w.npy,sub-141883005255,0.08714577555656433,0.22003483772277832,0.0,1.8039216995239258
F:\Dataset\train\train_vbm\sub-142069343741_preproc-cat12vbm_desc-gm_T1w.npy,sub-142069343741,0.08524162322282791,0.21047623455524445,0.0,1.5725491046905518
F:\Dataset\train\train_vbm\sub-142102321393_preproc-cat12vbm_desc-gm_T1w.npy,sub-142102321393,0.0761091336607933,0.1940212994813919,0.0,1.988235354423523
F:\Dataset\train\train_vbm\sub-142262191767_preproc-cat12vbm_desc-gm_T1w.npy,sub-142262191767,0.09223848581314087,0.23021064698696136,0.0,2.3921570777893066
F:\Dataset\train\train_vbm\sub-142380817861_preproc-cat12vbm_desc-gm_T1w.npy,sub-142380817861,0.10400837659835815,0.25871285796165466,0.0,2.090196132659912
F:\Dataset\train\train_vbm\sub-142608681206_preproc-cat12vbm_desc-gm_T1w.npy,sub-142608681206,0.07564326375722885,0.1889447718858719,0.0,1.5803922414779663
F:\Dataset\train\train_vbm\sub-142756155441_preproc-cat12vbm_desc-gm_T1w.npy,sub-142756155441,0.10336320847272873,0.256178081035614,0.0,3.6901962757110596
F:\Dataset\train\train_vbm\sub-142798556047_preproc-cat12vbm_desc-gm_T1w.npy,sub-142798556047,0.08598383516073227,0.21361181139945984,0.0,1.749019742012024
F:\Dataset\train\train_vbm\sub-143185051068_preproc-cat12vbm_desc-gm_T1w.npy,sub-143185051068,0.09479732811450958,0.2359621375799179,0.0,2.4156863689422607
F:\Dataset\train\train_vbm\sub-143433115346_preproc-cat12vbm_desc-gm_T1w.npy,sub-143433115346,0.10206367075443268,0.2530992925167084,0.0,2.015686511993408
F:\Dataset\train\train_vbm\sub-143597719481_preproc-cat12vbm_desc-gm_T1w.npy,sub-143597719481,0.08527731150388718,0.2141547054052353,0.0,1.8235294818878174
F:\Dataset\train\train_vbm\sub-143693932248_preproc-cat12vbm_desc-gm_T1w.npy,sub-143693932248,0.08563251048326492,0.21244291961193085,0.0,3.098039388656616
F:\Dataset\train\train_vbm\sub-144197550366_preproc-cat12vbm_desc-gm_T1w.npy,sub-144197550366,0.08583033084869385,0.2119470089673996,0.0,2.050980567932129
F:\Dataset\train\train_vbm\sub-144446563322_preproc-cat12vbm_desc-gm_T1w.npy,sub-144446563322,0.0884530171751976,0.22034825384616852,0.0,1.7921569347381592
F:\Dataset\train\train_vbm\sub-144517208850_preproc-cat12vbm_desc-gm_T1w.npy,sub-144517208850,0.1105286106467247,0.271426796913147,0.0,2.7882354259490967
F:\Dataset\train\train_vbm\sub-144550081547_preproc-cat12vbm_desc-gm_T1w.npy,sub-144550081547,0.10305893421173096,0.2558266520500183,0.0,2.4980392456054688
F:\Dataset\train\train_vbm\sub-144658033075_preproc-cat12vbm_desc-gm_T1w.npy,sub-144658033075,0.09232930094003677,0.2298506498336792,0.0,1.9803922176361084
F:\Dataset\train\train_vbm\sub-144863316344_preproc-cat12vbm_desc-gm_T1w.npy,sub-144863316344,0.0858432948589325,0.2144566923379898,0.0,2.2705883979797363
F:\Dataset\train\train_vbm\sub-144960174539_preproc-cat12vbm_desc-gm_T1w.npy,sub-144960174539,0.10392618179321289,0.2570197284221649,0.0,1.9803922176361084
F:\Dataset\train\train_vbm\sub-145580633313_preproc-cat12vbm_desc-gm_T1w.npy,sub-145580633313,0.08548030257225037,0.2122504860162735,0.0,1.8705883026123047
F:\Dataset\train\train_vbm\sub-146014608627_preproc-cat12vbm_desc-gm_T1w.npy,sub-146014608627,0.11584615707397461,0.2847329378128052,0.0,2.670588493347168
